temperature,humidity,moisture,soil_type,crop_type,nitrogen,potassium,phosphorous,fertilizer_name,field_capacity,wilting_point,clay_fraction,cec_baseline,om_baseline,vpd_kpa,smd,saturation_excess,soil_temp_estimate,q10_proxy,t_max_est,t_min_est,et0_estimate,n_mineralization_index,k_depletion_proxy,n_leach_risk,general_stress,p_immobility_index
38.0,72.0,51.0,Loamy,Wheat,39,0,0,Urea,0.25,0.12,0.2,15.0,2.0,1.8549321341259857,-0.26,0.26,34.2,1.4691080482542636,43.0,33.0,15.42217516642837,2.938216096508527,1.9071392196218504,0.20800000000000002,-0.4822823548727563,0.1
36.0,60.0,43.0,Sandy,Millets,15,0,41,DAP,0.1,0.04,0.05,5.0,0.5,2.3763990806509403,-0.32999999999999996,0.32999999999999996,32.4,1.007054697666294,41.0,31.0,14.86940903143094,0.503527348833147,7.067129990423055,0.31349999999999995,-0.7842116966148102,0.1
29.0,58.0,57.0,Black,Sugarcane,12,0,10,20-20,0.45,0.28,0.55,35.0,1.5,1.6823845920360871,-0.11999999999999994,0.11999999999999994,26.1,0.6468641871703608,34.0,24.0,12.934727558939924,0.9702962807555411,0.6217481813527165,0.053999999999999965,-0.20188615104433036,0.1
27.58,59.21,31.27,Loamy,Cotton,20,2,15,DAP,0.25,0.12,0.2,15.0,2.0,1.504527260334156,-0.06269999999999998,0.06269999999999998,24.822,0.30636410017272436,32.58,22.58,12.542263603091747,0.6127282003454487,1.2580118331432284,0.05015999999999998,-0.09433385922295155,0.1
27.45,66.38,50.14,Black,Millets,9,12,14,28-28,0.45,0.28,0.55,35.0,1.5,1.2306786964360845,-0.051399999999999946,0.051399999999999946,24.705,0.48467530170975875,32.45,22.45,12.506333804316919,0.7270129525646382,0.4397508166711795,0.023129999999999973,-0.06325688499681467,0.1
27.25,63.62,40.35,Black,Wheat,28,0,22,Urea,0.45,0.28,0.55,35.0,1.5,1.3162166017597396,0.046499999999999986,0.0,24.525000000000002,0.38204999908935633,32.25,22.25,12.45105719081717,0.5730749986340344,0.4682368052575299,0.0,0.061204071981827875,0.1
28.84,58.91,33.06,Clayey,Millets,8,9,28,17-17-17,0.4,0.25,0.5,30.0,2.5,1.6307752223928267,0.06940000000000002,0.0,25.956,0.36901938826615865,33.84,23.84,12.890506268140134,0.9225484706653966,0.7007172742060785,0.0,0.1131758004340622,0.1
25.86,48.46,46.25,Red,Ground Nuts,40,2,0,28-28,0.22,0.1,0.3,12.0,1.0,1.7181997693804303,-0.24250000000000002,0.24250000000000002,23.274,0.3792351863003386,30.86,20.86,12.066884726993955,0.3792351863003386,1.727776546255104,0.16975,-0.41666344407475436,0.1
25.59,63.6,46.33,Clayey,Cotton,11,0,11,28-28,0.4,0.25,0.5,30.0,2.5,1.1942203708595116,-0.06329999999999997,0.06329999999999997,23.031,0.3694220629473113,30.59,20.59,11.992261298769302,0.9235551573682782,0.47738009118868147,0.031649999999999984,-0.07559414947540705,0.1
29.17,68.19,30.65,Sandy,Oil seeds,6,4,14,Urea,0.1,0.04,0.05,5.0,0.5,1.2867777109941971,-0.2065,0.2065,26.253000000000004,0.35400560819826526,34.17,24.17,12.98171268041471,0.17700280409913263,3.340915705537677,0.196175,-0.2657195973203017,0.1
36.05,73.59,58.17,Red,Millets,9,14,11,17-17-17,0.22,0.1,0.3,12.0,1.0,1.5733269732354787,-0.3617,0.3617,32.445,1.369402580266655,41.05,31.049999999999997,14.883228184805875,1.369402580266655,1.9513486959977995,0.25319,-0.5690723662192727,0.1
26.76,64.22,53.63,Sandy,Ground Nuts,5,8,30,28-28,0.1,0.04,0.05,5.0,0.5,1.2578267429427146,-0.4363,0.4363,24.084000000000003,0.48267990239413994,31.76,21.76,12.315629487742802,0.24133995119706997,3.0981856251713564,0.414485,-0.5487898079459064,0.1
27.66,53.58,40.96,Red,Cotton,41,0,3,20-20,0.22,0.1,0.3,12.0,1.0,1.7202052610748437,-0.18960000000000002,0.18960000000000002,24.894000000000002,0.4046372851998933,32.66,22.66,12.564374248491642,0.4046372851998933,1.8011085570307173,0.13272,-0.3261509174997904,0.1
28.27,52.88,43.3,Black,Wheat,40,0,0,10-26-26,0.45,0.28,0.55,35.0,1.5,1.8092961955435376,0.017000000000000015,0.0,25.443,0.4556307524110906,33.269999999999996,23.27,12.732967919665859,0.6834461286166359,0.6582202975722672,0.0,0.030758035324240166,0.1
38.39,69.51,65.09,Clayey,Oil seeds,8,1,16,Urea,0.4,0.25,0.5,30.0,2.5,2.0628754562373413,-0.2509,0.2509,34.551,1.9522171791183096,43.39,33.39,15.529964562752872,4.8805429477957745,1.067879424424619,0.12545,-0.5175754519699489,0.1
28.74,56.8,54.07,Loamy,Cotton,15,0,35,DAP,0.25,0.12,0.2,15.0,2.0,1.704621601007188,-0.29069999999999996,0.29069999999999996,25.866,0.5973209635967389,33.739999999999995,23.74,12.862867961390256,1.1946419271934778,1.4617548385259413,0.23256,-0.49553349941278946,0.1
30.63,63.88,38.71,Loamy,Paddy,19,4,28,DAP,0.25,0.12,0.2,15.0,2.0,1.588853777061224,-0.1371,0.1371,27.567,0.5200308088368686,35.629999999999995,25.63,13.38523195896283,1.0400616176737372,1.4178117569892466,0.10968,-0.21783185283509382,0.1
26.02,52.46,31.12,Loamy,Barley,11,5,12,10-26-26,0.25,0.12,0.2,15.0,2.0,1.5999187766025973,-0.06120000000000003,0.06120000000000003,23.418,0.2594348969445623,31.02,21.02,12.111106017793752,0.5188697938891246,1.2917857282195289,0.04896000000000003,-0.097915029128079,0.1
34.71,64.94,52.62,Sandy,Oil seeds,9,22,21,14-35-14,0.1,0.04,0.05,5.0,0.5,1.9399336027523146,-0.4262,0.4262,31.239,1.0783273489658187,39.71,29.71,14.512874874357598,0.5391636744829094,5.630802728261216,0.40489,-0.8267997014930365,0.1
23.71,51.25,30.5,Black,Oil seeds,11,0,8,17-17-17,0.45,0.28,0.55,35.0,1.5,1.4295308117699965,0.14500000000000002,0.0,21.339000000000002,0.20019597796760558,28.71,18.71,11.472661131871718,0.30029396695140836,0.4685863594573332,0.0,0.20728196770664953,0.1
30.63,61.45,23.18,Black,Maize,37,2,4,17-17-17,0.45,0.28,0.55,35.0,1.5,1.6957451025944126,0.2182,0.0,27.567,0.31140052050732664,35.629999999999995,25.63,13.38523195896283,0.46710078076098993,0.6485126154714695,0.0,0.37001158138610085,0.1
23.63,52.62,31.03,Clayey,Sugarcane,12,13,13,14-35-14,0.4,0.25,0.5,30.0,2.5,1.38268514750825,0.0897,0.0,21.267,0.20199532861274755,28.63,18.63,11.450550486471819,0.5049883215318689,0.5277502029479317,0.0,0.12402685773149003,0.1
27.65,58.09,69.07,Clayey,Oil seeds,16,3,32,10-26-26,0.4,0.25,0.5,30.0,2.5,1.552169930652735,-0.29069999999999996,0.29069999999999996,24.884999999999998,0.6816256290370363,32.65,22.65,12.561610417816661,1.7040640725925906,0.6499251323703054,0.14534999999999998,-0.45121579884075,0.1
31.19,60.94,30.51,Black,Paddy,12,0,36,Urea,0.45,0.28,0.55,35.0,1.5,1.7738775321949043,0.14489999999999997,0.0,28.071,0.4343299903980159,36.19,26.19,13.54000647676211,0.6514949855970238,0.6862375221400512,0.0,0.2570348544150416,0.1
37.12,72.87,47.06,Sandy,Tobacco,45,2,0,Urea,0.1,0.04,0.05,5.0,0.5,1.713515664689675,-0.37060000000000004,0.37060000000000004,33.408,1.2375989814981998,42.12,32.12,15.178958067029503,0.6187994907490999,5.201876484304552,0.35207000000000005,-0.6350289053339936,0.1
33.52,60.46,47.85,Black,Pulses,7,15,16,DAP,0.45,0.28,0.55,35.0,1.5,2.0476722006876673,-0.028500000000000025,0.028500000000000025,30.168000000000003,0.8669455836832715,38.52,28.520000000000003,14.183979024034125,1.3004183755249072,0.8298325583614762,0.01282500000000001,-0.05835865771959857,0.1
29.44,59.34,55.51,Loamy,Sugarcane,10,3,31,17-17-17,0.25,0.12,0.2,15.0,2.0,1.670583127329873,-0.3050999999999999,0.3050999999999999,26.496000000000002,0.6593063369430788,34.44,24.44,13.056336108639355,1.3186126738861577,1.4541129871893785,0.24407999999999996,-0.5096949121483442,0.1
33.24,69.48,65.48,Clayey,Cotton,8,13,28,10-26-26,0.4,0.25,0.5,30.0,2.5,1.5559891199972844,-0.2548,0.2548,29.916000000000004,1.1524781841031502,38.24,28.240000000000002,14.106591765134485,2.8811954602578753,0.7316567768930848,0.1274,-0.3964660277753081,0.1
20.85,53.18,43.77,Loamy,Tobacco,2,20,19,Urea,0.25,0.12,0.2,15.0,2.0,1.1537304825894288,-0.18770000000000003,0.18770000000000003,18.765,0.21368623428937794,25.85,15.850000000000001,10.68220555882539,0.4273724685787559,0.821625744966873,0.15016000000000004,-0.21655521158203583,0.1
38.42,73.97,50.41,Loamy,Sugarcane,11,1,36,DAP,0.25,0.12,0.2,15.0,2.0,1.7639740334622998,-0.2541,0.2541,34.578,1.516627897843254,43.42,33.42,15.538256054777834,3.033255795686508,1.8272720137277638,0.20328000000000002,-0.44822580190277034,0.1
29.04,71.09,21.12,Sandy,Maize,34,0,3,14-35-14,0.1,0.04,0.05,5.0,0.5,1.1607209855023308,-0.1112,0.1112,26.136,0.2406745369821971,34.04,24.04,12.945782881639875,0.12033726849109855,3.005288372895248,0.10563999999999998,-0.1290721735878592,0.1
23.59,55.82,62.92,Red,Sugarcane,39,0,0,Urea,0.22,0.1,0.3,12.0,1.0,1.2861989259460018,-0.4092,0.4092,21.231,0.40789678774329136,28.59,18.59,11.439495163771872,0.40789678774329136,1.226122199417322,0.28644,-0.5263126004971039,0.1
38.56,73.46,30.62,Black,Pulses,11,0,32,28-28,0.45,0.28,0.55,35.0,1.5,1.8121533647435397,0.14379999999999998,0.0,34.704,0.9346746335536684,43.56,33.56,15.576949684227653,1.4020119503305026,0.8065091937918274,0.0,0.260587653850121,0.1
30.87,63.94,46.2,Sandy,Cotton,15,0,8,Urea,0.1,0.04,0.05,5.0,0.5,1.6080773765505256,-0.362,0.362,27.783,0.6362616582536285,35.870000000000005,25.87,13.451563895162527,0.31813082912681423,4.326231115806945,0.3439,-0.5821240103112902,0.1
25.83,51.1,59.57,Sandy,Maize,38,4,0,Urea,0.1,0.04,0.05,5.0,0.5,1.6272977004550548,-0.49570000000000003,0.49570000000000003,23.247,0.4869406195963,30.83,20.83,12.058593234968995,0.24347030979815,3.9245842083975853,0.47091500000000003,-0.8066514701155707,0.1
34.51,63.92,70.0,Loamy,Sugarcane,14,0,35,17-17-17,0.25,0.12,0.2,15.0,2.0,1.9743627599255436,-0.44999999999999996,0.44999999999999996,31.058999999999997,1.4051022220706093,39.51,29.509999999999998,14.457598260857853,2.8102044441412186,1.90296957361347,0.36,-0.8884632419664945,0.1
31.92,62.59,27.78,Sandy,Pulses,18,0,25,DAP,0.1,0.04,0.05,5.0,0.5,1.7707359679364978,-0.17779999999999999,0.17779999999999999,28.728,0.4265038655527169,36.92,26.92,13.741766116036178,0.21325193277635845,4.866607904927259,0.16890999999999998,-0.3148368550991093,0.1
28.43,58.72,43.9,Sandy,Sugarcane,13,16,11,20-20,0.1,0.04,0.05,5.0,0.5,1.5998503733577873,-0.33899999999999997,0.33899999999999997,25.587,0.4696578322467695,33.43,23.43,12.777189210465659,0.23482891612338475,4.088318185765316,0.32204999999999995,-0.5423492765682899,0.1
27.53,55.04,57.07,Sandy,Pulses,4,0,14,28-28,0.1,0.04,0.05,5.0,0.5,1.6534994263199803,-0.4707,0.4707,24.777,0.5562504695098038,32.53,22.53,12.528444449716812,0.2781252347549019,4.143155142057698,0.447165,-0.7783021799688147,0.1
24.53,67.4,48.49,Red,Paddy,8,9,18,20-20,0.22,0.1,0.3,12.0,1.0,1.0041349791866483,-0.2649,0.2649,22.077,0.34647050214494807,29.53,19.53,11.699295247220665,0.34647050214494807,0.9789726324638646,0.18543,-0.26599535598654317,0.1
30.82,51.91,54.23,Red,Wheat,15,4,33,14-35-14,0.22,0.1,0.3,12.0,1.0,2.1384461893122224,-0.32230000000000003,0.32230000000000003,27.738,0.7429950286996683,35.82,25.82,13.43774474178759,0.7429950286996683,2.3946578363355018,0.22561,-0.6892212068153294,0.1
32.53,59.45,20.16,Loamy,Cotton,9,15,16,17-17-17,0.25,0.12,0.2,15.0,2.0,1.986562939603497,0.0484,0.0,29.277,0.32968595050296245,37.53,27.53,13.910359787210394,0.6593719010059249,1.842253681988197,0.0,0.09614964627680925,0.1
28.17,58.69,34.11,Sandy,Cotton,12,8,33,20-20,0.1,0.04,0.05,5.0,0.5,1.577012213206765,-0.2411,0.2411,25.353,0.3552318551628363,33.17,23.17,12.70532961291599,0.17761592758141814,4.00729199447722,0.229045,-0.38021764460415103,0.1
29.25,54.52,41.4,Clayey,Paddy,35,0,0,28-28,0.4,0.25,0.5,30.0,2.5,1.8482680707221943,-0.013999999999999957,0.013999999999999957,26.325,0.4821431076518138,34.25,24.25,13.003823325814604,1.2053577691295345,0.8011517150138542,0.0069999999999999785,-0.02587575299011064,0.1
22.26,51.36,48.36,Loamy,Tobacco,6,16,17,Urea,0.25,0.12,0.2,15.0,2.0,1.3065296349549986,-0.23359999999999997,0.23359999999999997,20.034000000000002,0.2731901625303412,27.26,17.26,11.071905683998578,0.5463803250606823,0.9643848594380557,0.18688,-0.30520532272548767,0.1
30.76,66.64,56.32,Red,Ground Nuts,41,3,4,28-28,0.22,0.1,0.3,12.0,1.0,1.4783721663292875,-0.34320000000000006,0.34320000000000006,27.684,0.7668527528024617,35.760000000000005,25.76,13.42116175773767,0.7668527528024617,1.6534559985368686,0.24024000000000004,-0.5073773274842116,0.1
27.84,66.53,36.89,Loamy,Sugarcane,7,11,20,Urea,0.25,0.12,0.2,15.0,2.0,1.253404143006608,-0.1189,0.1189,25.056,0.3712833822535754,32.84,22.84,12.614123200641417,0.7425667645071508,1.0540396186719818,0.09512000000000001,-0.1490297526034857,0.1
29.21,64.21,54.95,Red,Wheat,7,11,31,14-35-14,0.22,0.1,0.3,12.0,1.0,1.451122351646427,-0.3295,0.3295,26.289,0.637302084945291,34.21,24.21,12.992768003114659,0.637302084945291,1.5711746715896828,0.23065,-0.47814481486749766,0.1
26.01,59.52,35.75,Loamy,Pulses,11,13,15,28-28,0.25,0.12,0.2,15.0,2.0,1.3615154167668235,-0.10749999999999998,0.10749999999999998,23.409000000000002,0.2977250358699111,31.01,21.01,12.108342187118764,0.5954500717398222,1.0990463039500211,0.086,-0.1463629073024335,0.1
29.5,55.42,51.17,Red,Cotton,23,0,23,10-26-26,0.22,0.1,0.3,12.0,1.0,1.8379823422501302,-0.29170000000000007,0.29170000000000007,26.55,0.6115449840126626,34.5,24.5,13.072919092689284,0.6115449840126626,2.0023162045022915,0.20419000000000004,-0.5361394492343631,0.1
32.98,62.02,33.12,Red,Wheat,40,0,0,10-26-26,0.22,0.1,0.3,12.0,1.0,1.9083079712033224,-0.1112,0.1112,29.682,0.5674498767294205,37.98,27.979999999999997,14.034732167584817,0.5674498767294205,2.2318826057588157,0.07783999999999999,-0.21220384639780943,0.1
24.24,59.04,50.07,Loamy,Barley,38,0,1,Urea,0.25,0.12,0.2,15.0,2.0,1.2399299784348088,-0.25070000000000003,0.25070000000000003,21.816,0.3471812991137088,29.24,19.24,11.619144157646037,0.6943625982274176,0.9604616776547323,0.20056000000000004,-0.3108504455936066,0.1
33.54,59.28,52.09,Clayey,Wheat,21,3,20,20-20,0.4,0.25,0.5,30.0,2.5,2.111139051314348,-0.12090000000000001,0.12090000000000001,30.186,0.9457214588665156,38.54,28.54,14.1895066853841,2.364303647166289,0.9985340560800129,0.060450000000000004,-0.2552367113039047,0.1
34.43,72.28,62.22,Clayey,Ground Nuts,35,4,0,17-17-17,0.4,0.25,0.5,30.0,2.5,1.5101700419073643,-0.22219999999999995,0.22219999999999995,30.987000000000002,1.2386366580979944,39.43,29.43,14.435487615457957,3.096591645244986,0.726668031239646,0.11109999999999998,-0.33555978331181624,0.1
32.19,68.94,67.37,Sandy,Barley,15,0,33,20-20,0.1,0.04,0.05,5.0,0.5,1.4927636869109153,-0.5737000000000001,0.5737000000000001,28.971,1.0636374910693163,37.19,27.189999999999998,13.81638954426083,0.5318187455346581,4.124920919177643,0.545015,-0.8563985271807922,0.1
32.55,71.46,67.14,Clayey,Oil seeds,5,7,32,20-20,0.4,0.25,0.5,30.0,2.5,1.3997623488573052,-0.2714,0.2714,29.294999999999998,1.1002471160887002,37.55,27.549999999999997,13.915887448560369,2.7506177902217503,0.6492978433810251,0.1357,-0.3798955014798726,0.1
28.38,52.02,43.83,Loamy,Wheat,13,0,38,10-26-26,0.25,0.12,0.2,15.0,2.0,1.8541267341862717,-0.18829999999999997,0.18829999999999997,25.541999999999998,0.46648861153859367,33.379999999999995,23.38,12.763370057090714,0.9329772230771873,1.5776603760776304,0.15064,-0.3491320640472749,0.1
25.4,43.57,38.51,Red,Maize,36,0,0,28-28,0.22,0.1,0.3,12.0,1.0,1.8306130349929415,-0.1651,0.1651,22.86,0.3010881384994605,30.4,20.4,11.939748515944547,0.3010881384994605,1.8214216056521428,0.11556999999999999,-0.30223421207733464,0.1
33.8,52.28,53.31,Clayey,Millets,12,15,15,28-28,0.4,0.25,0.5,30.0,2.5,2.510220644456079,-0.1331,0.1331,30.419999999999998,0.9942702229930694,38.8,28.799999999999997,14.261366282933764,2.4856755574826734,1.1933058687190063,0.06655,-0.3341103677771041,0.1
28.38,47.58,34.86,Black,Paddy,20,0,20,28-28,0.45,0.28,0.55,35.0,1.5,2.025704948020933,0.10139999999999999,0.0,25.541999999999998,0.3710196896699835,33.379999999999995,23.38,12.763370057090714,0.5565295345049752,0.7387091965163108,0.0,0.20540648172932258,0.1
28.37,59.8,35.35,Black,Oil seeds,23,2,16,17-17-17,0.45,0.28,0.55,35.0,1.5,1.5525767105559538,0.09649999999999997,0.0,25.533,0.37584562427195917,33.370000000000005,23.37,12.760606226415737,0.5637684364079387,0.5660520011345248,0.0,0.1498236525686495,0.1
30.08,73.84,41.22,Sandy,Sugarcane,1,14,22,10-26-26,0.1,0.04,0.05,5.0,0.5,1.1150892956973726,-0.31220000000000003,0.31220000000000003,27.072,0.5231083791246485,35.08,25.08,13.233221271838538,0.26155418956232424,2.951244677564385,0.29659,-0.3481308781167198,0.1
34.95,64.93,62.63,Clayey,Wheat,31,1,0,14-35-14,0.4,0.25,0.5,30.0,2.5,1.9664314935777782,-0.22630000000000006,0.22630000000000006,31.455000000000002,1.315739954678505,39.95,29.950000000000003,14.57920681055729,3.2893498866962623,0.9556337141221163,0.11315000000000003,-0.44500344699665134,0.1
35.56,74.88,52.16,Clayey,Cotton,20,0,21,14-35-14,0.4,0.25,0.5,30.0,2.5,1.4567251249891644,-0.12159999999999993,0.12159999999999993,32.004000000000005,1.167197681247298,40.56,30.560000000000002,14.747800481731504,2.917994203118245,0.7161163833355195,0.060799999999999965,-0.1771377751986823,0.1
24.05,52.76,58.9,Sandy,Oil seeds,7,1,7,DAP,0.1,0.04,0.05,5.0,0.5,1.4138385248375327,-0.489,0.489,21.645,0.4004549131038941,29.05,19.05,11.56663137482128,0.20022745655194704,3.270669808063369,0.46454999999999996,-0.6913670386455535,0.1
23.42,53.65,69.68,Sandy,Barley,11,3,14,20-20,0.1,0.04,0.05,5.0,0.5,1.335623019591257,-0.5968000000000001,0.5968000000000001,21.078000000000003,0.44384190337278645,28.42,18.42,11.392510042297088,0.22192095168639323,3.0432197326833115,0.5669600000000001,-0.7970998180920623,0.1
31.68,62.14,42.55,Black,Sugarcane,17,0,31,17-17-17,0.45,0.28,0.55,35.0,1.5,1.767860462390059,0.024500000000000022,0.0,28.512,0.6372391061496451,36.68,26.68,13.675434179836486,0.9558586592244676,0.690750268358587,0.0,0.04331258132855648,0.1
31.03,69.0,49.46,Loamy,Maize,19,0,19,20-20,0.25,0.12,0.2,15.0,2.0,1.3950840036931318,-0.24459999999999998,0.24459999999999998,27.927000000000003,0.692531936776791,36.03,26.03,13.49578518596232,1.385063873553582,1.255183602014318,0.19568,-0.34123754730334,0.1
31.78,44.27,45.07,Loamy,Maize,5,8,32,DAP,0.25,0.12,0.2,15.0,2.0,2.6170709596174593,-0.2007,0.2007,28.602,0.6820015494056019,36.78,26.78,13.703072486586358,1.3640030988112037,2.3907942041452106,0.16056,-0.5252461415952241,0.1
22.3,60.64,40.78,Sandy,Ground Nuts,39,0,2,28-28,0.1,0.04,0.05,5.0,0.5,1.0598327680752206,-0.30779999999999996,0.30779999999999996,20.07,0.2313257425556588,27.3,17.3,11.082961006698527,0.1156628712778294,2.3492170484398067,0.29240999999999995,-0.3262165260135529,0.1
26.39,52.62,22.27,Sandy,Cotton,8,1,43,17-17-17,0.1,0.04,0.05,5.0,0.5,1.6297386623483585,-0.1227,0.1227,23.751,0.19290359845799446,31.39,21.39,12.213367752768276,0.09645179922899723,3.98091952483303,0.116565,-0.19996893387014358,0.1
29.36,64.39,20.0,Red,Tobacco,13,4,39,10-26-26,0.22,0.1,0.3,12.0,1.0,1.4563672389537228,0.01999999999999999,0.0,26.424,0.23558631551739154,34.36,24.36,13.034225463239464,0.23558631551739154,1.581884912483197,0.0,0.02912734477907444,0.1
26.67,47.94,34.08,Black,Sugarcane,13,0,8,DAP,0.45,0.28,0.55,35.0,1.5,1.820482885453205,0.10920000000000002,0.0,24.003000000000004,0.3038824031898268,31.67,21.67,12.290755011667915,0.45582360478474016,0.6392888328011327,0.0,0.19879673109149001,0.1
26.75,56.87,20.0,Clayey,Barley,12,6,30,17-17-17,0.4,0.25,0.5,30.0,2.5,1.5153211481273594,0.2,0.0,24.075,0.17981748541315734,31.75,21.75,12.312865657067812,0.44954371353289335,0.6219315241401977,0.0,0.3030642296254719,0.1
30.64,65.77,32.86,Clayey,Sugarcane,24,0,17,17-17-17,0.4,0.25,0.5,30.0,2.5,1.5065758809944976,0.07140000000000002,0.0,27.576,0.4418989365541142,35.64,25.64,13.38799578963782,1.1047473413852855,0.6723343850508073,0.0,0.10756951790300716,0.1
29.89,48.59,38.0,Clayey,Pulses,26,0,21,28-28,0.4,0.25,0.5,30.0,2.5,2.167634473590563,0.020000000000000018,0.0,26.901,0.4728538013788558,34.89,24.89,13.180708489013783,1.1821345034471396,0.9523652702378018,0.0,0.0433526894718113,0.1
28.61,62.22,41.53,Loamy,Ground Nuts,8,13,18,Urea,0.25,0.12,0.2,15.0,2.0,1.4795700405169332,-0.1653,0.1653,25.749,0.45265767280629127,33.61,23.61,12.826938162615425,0.9053153456125825,1.2652235611312734,0.13224,-0.24457292769744907,0.1
37.09,63.72,47.99,Red,Sugarcane,39,2,0,17-17-17,0.22,0.1,0.3,12.0,1.0,2.287686223938044,-0.2599,0.2599,33.38100000000001,1.258143812217145,42.09,32.09,15.17066657500454,1.258143812217145,2.8921437442996027,0.18193,-0.5945696496014977,0.1
21.78,55.6,33.66,Loamy,Maize,37,3,0,10-26-26,0.25,0.12,0.2,15.0,2.0,1.1582560218763758,-0.08659999999999995,0.08659999999999995,19.602,0.18093272584419118,26.78,16.78,10.939241811599194,0.36186545168838236,0.8446961802031067,0.06927999999999997,-0.10030497149449409,0.1
30.42,70.37,55.92,Red,Wheat,2,5,25,17-17-17,0.22,0.1,0.3,12.0,1.0,1.2878260186669963,-0.33920000000000006,0.33920000000000006,27.378000000000004,0.7350784225879172,35.42,25.42,13.327191514788101,0.7350784225879172,1.4302586657085112,0.23744,-0.43683058553184523,0.1
35.39,52.28,42.97,Sandy,Pulses,10,17,12,10-26-26,0.1,0.04,0.05,5.0,0.5,2.7415234948003673,-0.3297,0.3297,31.851000000000003,0.9447801838760521,40.39,30.39,14.700815360256723,0.47239009193802606,8.060526140573186,0.31321499999999997,-0.9038802962356811,0.1
30.53,52.17,41.92,Black,Oil seeds,3,15,15,Urea,0.45,0.28,0.55,35.0,1.5,2.0919742248731867,0.030799999999999994,0.0,27.477,0.5573554197931698,35.53,25.53,13.357593652212962,0.8360331296897547,0.798392617907406,0.0,0.06443280612609414,0.1
28.09,56.62,36.14,Loamy,Ground Nuts,10,0,34,20-20,0.25,0.12,0.2,15.0,2.0,1.6483461515997457,-0.1114,0.1114,25.281,0.37326938775753016,33.09,23.09,12.683218967516098,0.7465387755150603,1.3937556783334706,0.08912,-0.18362576128821168,0.1
22.95,55.86,31.58,Black,Paddy,16,3,22,28-28,0.45,0.28,0.55,35.0,1.5,1.2363404352483551,0.13420000000000004,0.0,20.655,0.19160464372843727,27.95,17.95,11.262610000572693,0.2874069655926559,0.39784057571830056,0.0,0.1659168864103293,0.1
32.06,75.56,55.73,Sandy,Tobacco,18,1,38,17-17-17,0.1,0.04,0.05,5.0,0.5,1.1660129459066906,-0.45730000000000004,0.45730000000000004,28.854000000000003,0.8681058850241341,37.06,27.060000000000002,13.780459745485999,0.43405294251206705,3.2136388927565385,0.434435,-0.5332177201631296,0.1
38.4,67.88,62.06,Clayey,Maize,11,11,16,28-28,0.4,0.25,0.5,30.0,2.5,2.174329124142978,-0.22060000000000002,0.22060000000000002,34.56,1.863267138722751,43.4,33.4,15.532728393427861,4.658167846806878,1.125775457441092,0.11030000000000001,-0.479657004785941,0.1
